"order_id","correct","student_id","skill_name"
9,1,42,"mathematic"
10,1,42,"mathematic"
1,0,43,"mathematic"
2,0,43,"mathematic"
3,1,43,"mathematic"
1,0,44,"mathematic"
2,0,44,"mathematic"
3,1,44,"mathematic"
4,1,44,"mathematic"
5,1,44,"mathematic"
6,1,44,"mathematic"
7,1,44,"mathematic"
8,1,44,"mathematic"
1,0,45,"mathematic"
2,0,45,"mathematic"
3,0,45,"mathematic"
1,0,46,"mathematic"
2,0,46,"mathematic"
3,1,46,"mathematic"
4,0,46,"mathematic"
5,1,46,"mathematic"
6,0,46,"mathematic"
7,1,46,"mathematic"
1,0,47,"mathematic"
2,1,47,"mathematic"
3,1,47,"mathematic"
4,1,47,"mathematic"
5,1,47,"mathematic"
1,0,48,"mathematic"
2,0,48,"mathematic"
3,0,48,"mathematic"
4,0,48,"mathematic"
5,0,48,"mathematic"
6,1,48,"mathematic"
7,1,48,"mathematic"
8,1,48,"mathematic"
1,0,49,"mathematic"
2,0,49,"mathematic"
3,0,49,"mathematic"
4,0,49,"mathematic"
5,0,49,"mathematic"
6,1,49,"mathematic"
7,1,49,"mathematic"
1,0,50,"mathematic"
2,1,50,"mathematic"
3,1,50,"mathematic"
4,1,50,"mathematic"
1,0,51,"mathematic"
2,1,51,"mathematic"
3,1,51,"mathematic"
4,1,51,"mathematic"
5,1,51,"mathematic"
6,1,51,"mathematic"
7,0,51,"mathematic"
8,1,51,"mathematic"
9,1,51,"mathematic"
10,1,51,"mathematic"
1,0,52,"mathematic"
2,1,52,"mathematic"
3,1,52,"mathematic"
4,1,52,"mathematic"
5,1,52,"mathematic"
6,1,52,"mathematic"
1,0,53,"mathematic"
2,0,53,"mathematic"
3,0,53,"mathematic"
4,1,53,"mathematic"
5,1,53,"mathematic"
6,1,53,"mathematic"
7,1,53,"mathematic"
8,1,53,"mathematic"
1,1,54,"mathematic"
2,1,54,"mathematic"
3,1,54,"mathematic"
4,1,54,"mathematic"
1,1,55,"mathematic"
2,0,55,"mathematic"
3,1,55,"mathematic"
4,1,55,"mathematic"
5,1,55,"mathematic"
6,1,55,"mathematic"
7,0,55,"mathematic"
8,0,55,"mathematic"
9,1,55,"mathematic"
10,1,55,"mathematic"
1,0,56,"mathematic"
2,0,56,"mathematic"
1,0,57,"mathematic"
2,0,57,"mathematic"
3,0,57,"mathematic"
4,0,57,"mathematic"
5,1,57,"mathematic"
6,1,57,"mathematic"
7,1,57,"mathematic"
8,1,57,"mathematic"
1,1,58,"mathematic"
2,0,58,"mathematic"
3,1,58,"mathematic"
1,1,59,"mathematic"
2,1,59,"mathematic"
3,1,59,"mathematic"
1,1,60,"mathematic"
2,0,60,"mathematic"
3,0,60,"mathematic"
4,1,60,"mathematic"
5,1,60,"mathematic"
6,1,60,"mathematic"
7,1,60,"mathematic"
8,1,60,"mathematic"
9,1,60,"mathematic"
10,1,60,"mathematic"
1,0,61,"mathematic"
2,0,61,"mathematic"
3,0,61,"mathematic"
4,0,61,"mathematic"
5,0,61,"mathematic"
6,1,61,"mathematic"
7,1,61,"mathematic"
1,1,62,"mathematic"
2,1,62,"mathematic"
3,0,62,"mathematic"
4,1,62,"mathematic"
5,1,62,"mathematic"
6,1,62,"mathematic"
7,0,62,"mathematic"
8,1,62,"mathematic"
9,1,62,"mathematic"
10,1,62,"mathematic"
1,0,63,"mathematic"
2,0,63,"mathematic"
3,0,63,"mathematic"
4,0,63,"mathematic"
1,1,64,"mathematic"
2,1,64,"mathematic"
1,0,65,"mathematic"
2,0,65,"mathematic"
3,1,65,"mathematic"
4,0,65,"mathematic"
5,0,65,"mathematic"
1,1,66,"mathematic"
1,0,67,"mathematic"
2,1,67,"mathematic"
1,0,68,"mathematic"
1,0,69,"mathematic"
2,0,69,"mathematic"
3,0,69,"mathematic"
1,1,70,"mathematic"
2,1,70,"mathematic"
3,1,70,"mathematic"
4,1,70,"mathematic"
5,1,70,"mathematic"
1,0,71,"mathematic"
2,0,71,"mathematic"
3,0,71,"mathematic"
4,0,71,"mathematic"
5,1,71,"mathematic"
6,1,71,"mathematic"
7,1,71,"mathematic"
8,1,71,"mathematic"
1,0,72,"mathematic"
2,1,72,"mathematic"
3,1,72,"mathematic"
4,1,72,"mathematic"
5,1,72,"mathematic"
6,1,72,"mathematic"
7,1,72,"mathematic"
8,1,72,"mathematic"
9,1,72,"mathematic"
1,0,73,"mathematic"
2,1,73,"mathematic"
3,1,73,"mathematic"
4,1,73,"mathematic"
5,1,73,"mathematic"
6,1,73,"mathematic"
7,1,73,"mathematic"
8,1,73,"mathematic"
1,1,74,"mathematic"
2,1,74,"mathematic"
3,1,74,"mathematic"
4,1,74,"mathematic"
5,1,74,"mathematic"
6,1,74,"mathematic"
7,1,74,"mathematic"
8,1,74,"mathematic"
9,0,74,"mathematic"
10,1,74,"mathematic"
1,1,75,"mathematic"
2,1,75,"mathematic"
1,1,76,"mathematic"
2,1,76,"mathematic"
1,0,77,"mathematic"
2,1,77,"mathematic"
3,0,77,"mathematic"
4,1,77,"mathematic"
5,1,77,"mathematic"
6,1,77,"mathematic"
1,0,78,"mathematic"
2,0,78,"mathematic"
1,0,79,"mathematic"
2,1,79,"mathematic"
3,1,79,"mathematic"
4,1,79,"mathematic"
1,0,80,"mathematic"
2,0,80,"mathematic"
3,0,80,"mathematic"
4,0,80,"mathematic"
1,1,81,"mathematic"
2,1,81,"mathematic"
3,0,81,"mathematic"
4,1,81,"mathematic"
5,1,81,"mathematic"
6,1,81,"mathematic"
1,1,82,"mathematic"
2,1,82,"mathematic"
3,1,82,"mathematic"
4,1,82,"mathematic"
5,1,82,"mathematic"
6,1,82,"mathematic"
1,0,83,"mathematic"
2,0,83,"mathematic"
3,0,83,"mathematic"
4,0,83,"mathematic"
5,0,83,"mathematic"
6,1,83,"mathematic"
7,1,83,"mathematic"
8,1,83,"mathematic"
9,1,83,"mathematic"
10,1,83,"mathematic"
1,0,84,"mathematic"
2,0,84,"mathematic"
3,1,84,"mathematic"
4,1,84,"mathematic"
5,0,84,"mathematic"
6,0,84,"mathematic"
7,0,84,"mathematic"
8,1,84,"mathematic"
9,0,84,"mathematic"
1,0,85,"mathematic"
2,1,85,"mathematic"
3,1,85,"mathematic"
4,1,85,"mathematic"
5,1,85,"mathematic"
6,1,85,"mathematic"
7,1,85,"mathematic"
8,1,85,"mathematic"
9,1,85,"mathematic"
10,1,85,"mathematic"
1,0,86,"mathematic"
2,0,86,"mathematic"
1,0,87,"mathematic"
2,0,87,"mathematic"
3,1,87,"mathematic"
4,1,87,"mathematic"
5,1,87,"mathematic"
1,0,88,"mathematic"
2,1,88,"mathematic"
1,1,89,"mathematic"
2,1,89,"mathematic"
3,0,89,"mathematic"
4,1,89,"mathematic"
5,1,89,"mathematic"
6,1,89,"mathematic"
7,1,89,"mathematic"
1,1,90,"mathematic"
1,0,91,"mathematic"
2,0,91,"mathematic"
3,0,91,"mathematic"
4,1,91,"mathematic"
5,1,91,"mathematic"
1,1,92,"mathematic"
2,1,92,"mathematic"
3,1,92,"mathematic"
4,1,92,"mathematic"
5,1,92,"mathematic"
6,0,92,"mathematic"
7,1,92,"mathematic"
1,0,93,"mathematic"
2,1,93,"mathematic"
3,1,93,"mathematic"
4,1,93,"mathematic"
5,1,93,"mathematic"
6,1,93,"mathematic"
7,1,93,"mathematic"
1,0,94,"mathematic"
2,1,94,"mathematic"
3,1,94,"mathematic"
4,1,94,"mathematic"
5,1,94,"mathematic"
6,1,94,"mathematic"
7,1,94,"mathematic"
8,1,94,"mathematic"
9,1,94,"mathematic"
1,0,95,"mathematic"
2,0,95,"mathematic"
3,0,95,"mathematic"
4,1,95,"mathematic"
1,0,96,"mathematic"
2,1,96,"mathematic"
3,1,96,"mathematic"
4,1,96,"mathematic"
5,1,96,"mathematic"
6,1,96,"mathematic"
7,1,96,"mathematic"
8,1,96,"mathematic"
9,1,96,"mathematic"
1,1,97,"mathematic"
2,0,97,"mathematic"
3,1,97,"mathematic"
4,0,97,"mathematic"
5,1,97,"mathematic"
6,1,97,"mathematic"
7,1,97,"mathematic"
8,1,97,"mathematic"
9,1,97,"mathematic"
10,1,97,"mathematic"
1,1,98,"mathematic"
2,1,98,"mathematic"
3,1,98,"mathematic"
1,0,99,"mathematic"
2,0,99,"mathematic"
3,0,99,"mathematic"
4,1,99,"mathematic"
5,1,99,"mathematic"
6,1,99,"mathematic"
7,1,99,"mathematic"
8,1,99,"mathematic"
9,1,99,"mathematic"
10,1,99,"mathematic"
1,0,100,"mathematic"
2,0,100,"mathematic"
3,1,100,"mathematic"
4,1,100,"mathematic"
5,1,100,"mathematic"
6,1,100,"mathematic"
7,1,100,"mathematic"
8,1,100,"mathematic"
9,1,100,"mathematic"
10,1,100,"mathematic"
1,0,101,"mathematic"
2,1,101,"mathematic"
3,1,101,"mathematic"
4,1,101,"mathematic"
5,1,101,"mathematic"
6,1,101,"mathematic"
7,1,101,"mathematic"
1,0,102,"mathematic"
2,0,102,"mathematic"
3,1,102,"mathematic"
4,1,102,"mathematic"
5,0,102,"mathematic"
6,1,102,"mathematic"
7,1,102,"mathematic"
8,1,102,"mathematic"
9,0,102,"mathematic"
1,0,103,"mathematic"
2,0,103,"mathematic"
3,1,103,"mathematic"
4,1,103,"mathematic"
5,1,103,"mathematic"
6,1,103,"mathematic"
7,1,103,"mathematic"
8,1,103,"mathematic"
1,1,104,"mathematic"
2,1,104,"mathematic"
3,1,104,"mathematic"
4,1,104,"mathematic"
5,1,104,"mathematic"
1,0,105,"mathematic"
2,0,105,"mathematic"
3,1,105,"mathematic"
4,1,105,"mathematic"
5,1,105,"mathematic"
1,0,106,"mathematic"
2,0,106,"mathematic"
3,0,106,"mathematic"
4,1,106,"mathematic"
5,1,106,"mathematic"
6,1,106,"mathematic"
7,0,106,"mathematic"
8,1,106,"mathematic"
9,1,106,"mathematic"
10,1,106,"mathematic"
1,0,107,"mathematic"
2,0,107,"mathematic"
3,0,107,"mathematic"
4,0,107,"mathematic"
5,1,107,"mathematic"
6,0,107,"mathematic"
1,0,108,"mathematic"
2,0,108,"mathematic"
1,0,109,"mathematic"
2,1,109,"mathematic"
3,1,109,"mathematic"
4,1,109,"mathematic"
5,0,109,"mathematic"
1,0,110,"mathematic"
2,1,110,"mathematic"
3,0,110,"mathematic"
1,0,111,"mathematic"
2,1,111,"mathematic"
3,1,111,"mathematic"
4,0,111,"mathematic"
5,1,111,"mathematic"
6,1,111,"mathematic"
7,1,111,"mathematic"
8,1,111,"mathematic"
9,1,111,"mathematic"
1,1,112,"mathematic"
2,1,112,"mathematic"
1,0,113,"mathematic"
2,0,113,"mathematic"
3,0,113,"mathematic"
4,1,113,"mathematic"
5,0,113,"mathematic"
6,1,113,"mathematic"
7,1,113,"mathematic"
8,1,113,"mathematic"
1,0,114,"mathematic"
2,0,114,"mathematic"
1,0,115,"mathematic"
2,0,115,"mathematic"
3,1,115,"mathematic"
4,0,115,"mathematic"
5,1,115,"mathematic"
6,1,115,"mathematic"
7,1,115,"mathematic"
1,0,116,"mathematic"
2,1,116,"mathematic"
3,1,116,"mathematic"
4,1,116,"mathematic"
5,1,116,"mathematic"
6,1,116,"mathematic"
1,0,117,"mathematic"
2,0,117,"mathematic"
3,0,117,"mathematic"
4,1,117,"mathematic"
5,1,117,"mathematic"
6,1,117,"mathematic"
7,1,117,"mathematic"
1,0,118,"mathematic"
2,1,118,"mathematic"
3,1,118,"mathematic"
4,1,118,"mathematic"
5,1,118,"mathematic"
1,0,119,"mathematic"
2,0,119,"mathematic"
3,0,119,"mathematic"
4,1,119,"mathematic"
5,1,119,"mathematic"
1,0,120,"mathematic"
2,0,120,"mathematic"
3,0,120,"mathematic"
4,1,120,"mathematic"
5,1,120,"mathematic"
6,1,120,"mathematic"
7,1,120,"mathematic"
8,1,120,"mathematic"
1,0,121,"mathematic"
1,0,122,"mathematic"
2,0,122,"mathematic"
3,1,122,"mathematic"
4,1,122,"mathematic"
5,0,122,"mathematic"
6,1,122,"mathematic"
1,1,123,"mathematic"
2,1,123,"mathematic"
3,1,123,"mathematic"
4,1,123,"mathematic"
5,0,123,"mathematic"
6,1,123,"mathematic"
7,1,123,"mathematic"
8,1,123,"mathematic"
9,1,123,"mathematic"
1,0,124,"mathematic"
2,0,124,"mathematic"
1,1,125,"mathematic"
2,0,125,"mathematic"
3,1,125,"mathematic"
4,1,125,"mathematic"
5,1,125,"mathematic"
6,1,125,"mathematic"
7,1,125,"mathematic"
1,1,126,"mathematic"
2,1,126,"mathematic"
3,1,126,"mathematic"
4,1,126,"mathematic"
5,1,126,"mathematic"
1,0,127,"mathematic"
2,0,127,"mathematic"
3,0,127,"mathematic"
4,0,127,"mathematic"
5,0,127,"mathematic"
6,1,127,"mathematic"
1,0,128,"mathematic"
2,1,128,"mathematic"
3,1,128,"mathematic"
4,1,128,"mathematic"
5,1,128,"mathematic"
6,1,128,"mathematic"
1,0,129,"mathematic"
2,0,129,"mathematic"
3,0,129,"mathematic"
4,0,129,"mathematic"
5,0,129,"mathematic"
6,0,129,"mathematic"
7,0,129,"mathematic"
8,0,129,"mathematic"
9,0,129,"mathematic"
1,0,130,"mathematic"
2,0,130,"mathematic"
1,0,131,"mathematic"
2,0,131,"mathematic"
3,1,131,"mathematic"
1,0,132,"mathematic"
2,1,132,"mathematic"
3,1,132,"mathematic"
4,1,132,"mathematic"
5,0,132,"mathematic"
6,1,132,"mathematic"
7,1,132,"mathematic"
1,1,133,"mathematic"
2,1,133,"mathematic"
3,1,133,"mathematic"
1,0,134,"mathematic"
2,0,134,"mathematic"
3,0,134,"mathematic"
4,0,134,"mathematic"
5,0,134,"mathematic"
6,0,134,"mathematic"
7,0,134,"mathematic"
8,0,134,"mathematic"
1,1,135,"mathematic"
2,1,135,"mathematic"
3,1,135,"mathematic"
4,1,135,"mathematic"
5,1,135,"mathematic"
6,1,135,"mathematic"
7,1,135,"mathematic"
8,1,135,"mathematic"
1,0,136,"mathematic"
2,0,136,"mathematic"
3,1,136,"mathematic"
4,0,136,"mathematic"
5,1,136,"mathematic"
1,0,137,"mathematic"
2,0,137,"mathematic"
3,0,137,"mathematic"
4,0,137,"mathematic"
1,0,138,"mathematic"
2,1,138,"mathematic"
3,1,138,"mathematic"
4,1,138,"mathematic"
5,0,138,"mathematic"
6,1,138,"mathematic"
7,1,138,"mathematic"
8,1,138,"mathematic"
9,1,138,"mathematic"
1,0,139,"mathematic"
2,1,139,"mathematic"
3,1,139,"mathematic"
4,1,139,"mathematic"
5,1,139,"mathematic"
6,0,139,"mathematic"
1,0,140,"mathematic"
2,1,140,"mathematic"
3,0,140,"mathematic"
4,0,140,"mathematic"
5,0,140,"mathematic"
6,0,140,"mathematic"
7,1,140,"mathematic"
1,1,141,"mathematic"
2,1,141,"mathematic"
3,0,141,"mathematic"
4,1,141,"mathematic"
5,1,141,"mathematic"
6,1,141,"mathematic"
7,1,141,"mathematic"
8,1,141,"mathematic"
9,1,141,"mathematic"
10,0,141,"mathematic"
1,0,142,"mathematic"
2,0,142,"mathematic"
1,0,143,"mathematic"
2,1,143,"mathematic"
1,0,144,"mathematic"
2,0,144,"mathematic"
3,1,144,"mathematic"
4,1,144,"mathematic"
5,1,144,"mathematic"
6,1,144,"mathematic"
7,0,144,"mathematic"
8,1,144,"mathematic"
9,1,144,"mathematic"
10,1,144,"mathematic"
1,1,145,"mathematic"
1,1,146,"mathematic"
2,1,146,"mathematic"
3,1,146,"mathematic"
4,1,146,"mathematic"
5,1,146,"mathematic"
1,0,147,"mathematic"
2,0,147,"mathematic"
3,1,147,"mathematic"
4,1,147,"mathematic"
1,0,148,"mathematic"
2,1,148,"mathematic"
3,1,148,"mathematic"
4,1,148,"mathematic"
5,1,148,"mathematic"
6,1,148,"mathematic"
7,1,148,"mathematic"
8,1,148,"mathematic"
9,1,148,"mathematic"
1,0,149,"mathematic"
2,0,149,"mathematic"
3,0,149,"mathematic"
4,0,149,"mathematic"
5,0,149,"mathematic"
6,0,149,"mathematic"
1,0,150,"mathematic"
2,0,150,"mathematic"
3,1,150,"mathematic"
4,1,150,"mathematic"
5,1,150,"mathematic"
6,1,150,"mathematic"
7,1,150,"mathematic"
8,1,150,"mathematic"
9,1,150,"mathematic"
1,0,151,"mathematic"
2,0,151,"mathematic"
3,1,151,"mathematic"
4,0,151,"mathematic"
5,0,151,"mathematic"
6,0,151,"mathematic"
7,1,151,"mathematic"
8,1,151,"mathematic"
9,1,151,"mathematic"
1,0,152,"mathematic"
2,0,152,"mathematic"
3,1,152,"mathematic"
4,1,152,"mathematic"
1,0,153,"mathematic"
2,0,153,"mathematic"
3,0,153,"mathematic"
4,0,153,"mathematic"
5,1,153,"mathematic"
1,0,154,"mathematic"
1,0,155,"mathematic"
2,1,155,"mathematic"
3,1,155,"mathematic"
4,1,155,"mathematic"
5,1,155,"mathematic"
6,1,155,"mathematic"
7,1,155,"mathematic"
8,1,155,"mathematic"
1,1,156,"mathematic"
2,0,156,"mathematic"
1,0,157,"mathematic"
2,0,157,"mathematic"
3,0,157,"mathematic"
4,0,157,"mathematic"
5,1,157,"mathematic"
6,1,157,"mathematic"
7,1,157,"mathematic"
8,1,157,"mathematic"
1,0,158,"mathematic"
2,0,158,"mathematic"
3,1,158,"mathematic"
4,1,158,"mathematic"
5,1,158,"mathematic"
6,1,158,"mathematic"
7,0,158,"mathematic"
1,1,159,"mathematic"
2,1,159,"mathematic"
3,1,159,"mathematic"
4,1,159,"mathematic"
5,1,159,"mathematic"
6,1,159,"mathematic"
7,1,159,"mathematic"
8,1,159,"mathematic"
9,1,159,"mathematic"
1,1,160,"mathematic"
1,0,161,"mathematic"
2,1,161,"mathematic"
3,1,161,"mathematic"
4,1,161,"mathematic"
5,1,161,"mathematic"
6,1,161,"mathematic"
1,0,162,"mathematic"
2,0,162,"mathematic"
3,1,162,"mathematic"
4,1,162,"mathematic"
1,0,163,"mathematic"
2,1,163,"mathematic"
3,1,163,"mathematic"
4,1,163,"mathematic"
5,1,163,"mathematic"
1,0,164,"mathematic"
2,0,164,"mathematic"
3,0,164,"mathematic"
4,0,164,"mathematic"
5,1,164,"mathematic"
6,1,164,"mathematic"
7,1,164,"mathematic"
1,0,165,"mathematic"
2,0,165,"mathematic"
3,1,165,"mathematic"
4,1,165,"mathematic"
5,1,165,"mathematic"
1,0,166,"mathematic"
2,1,166,"mathematic"
3,1,166,"mathematic"
4,0,166,"mathematic"
5,1,166,"mathematic"
6,1,166,"mathematic"
7,1,166,"mathematic"
8,1,166,"mathematic"
9,0,166,"mathematic"
10,1,166,"mathematic"
1,0,167,"mathematic"
2,0,167,"mathematic"
3,1,167,"mathematic"
4,1,167,"mathematic"
5,1,167,"mathematic"
6,0,167,"mathematic"
7,1,167,"mathematic"
8,1,167,"mathematic"
9,1,167,"mathematic"
10,1,167,"mathematic"
1,0,168,"mathematic"
2,0,168,"mathematic"
3,1,168,"mathematic"
4,1,168,"mathematic"
5,1,168,"mathematic"
6,1,168,"mathematic"
1,0,169,"mathematic"
2,0,169,"mathematic"
1,1,170,"mathematic"
2,1,170,"mathematic"
3,1,170,"mathematic"
4,0,170,"mathematic"
5,1,170,"mathematic"
6,1,170,"mathematic"
7,1,170,"mathematic"
8,1,170,"mathematic"
1,0,171,"mathematic"
2,0,171,"mathematic"
1,0,172,"mathematic"
2,0,172,"mathematic"
3,1,172,"mathematic"
4,0,172,"mathematic"
5,1,172,"mathematic"
6,1,172,"mathematic"
1,1,173,"mathematic"
2,0,173,"mathematic"
3,0,173,"mathematic"
4,0,173,"mathematic"
5,0,173,"mathematic"
6,0,173,"mathematic"
1,0,174,"mathematic"
2,0,174,"mathematic"
3,1,174,"mathematic"
4,0,174,"mathematic"
1,0,175,"mathematic"
2,0,175,"mathematic"
3,0,175,"mathematic"
4,0,175,"mathematic"
1,0,176,"mathematic"
2,0,176,"mathematic"
3,0,176,"mathematic"
4,0,176,"mathematic"
5,0,176,"mathematic"
6,0,176,"mathematic"
1,0,177,"mathematic"
2,1,177,"mathematic"
3,1,177,"mathematic"
4,1,177,"mathematic"
5,0,177,"mathematic"
1,0,178,"mathematic"
2,0,178,"mathematic"
3,1,178,"mathematic"
4,1,178,"mathematic"
1,0,179,"mathematic"
2,0,179,"mathematic"
3,1,179,"mathematic"
4,1,179,"mathematic"
1,1,180,"mathematic"
2,1,180,"mathematic"
3,1,180,"mathematic"
4,1,180,"mathematic"
5,1,180,"mathematic"
6,1,180,"mathematic"
1,0,181,"mathematic"
2,0,181,"mathematic"
3,0,181,"mathematic"
1,1,182,"mathematic"
2,1,182,"mathematic"
3,1,182,"mathematic"
4,1,182,"mathematic"
5,1,182,"mathematic"
1,1,183,"mathematic"
2,1,183,"mathematic"
3,1,183,"mathematic"
4,1,183,"mathematic"
1,0,184,"mathematic"
2,0,184,"mathematic"
3,0,184,"mathematic"
4,0,184,"mathematic"
5,0,184,"mathematic"
1,1,185,"mathematic"
2,0,185,"mathematic"
3,1,185,"mathematic"
4,1,185,"mathematic"
5,1,185,"mathematic"
6,1,185,"mathematic"
1,1,186,"mathematic"
2,0,186,"mathematic"
3,1,186,"mathematic"
4,1,186,"mathematic"
5,1,186,"mathematic"
6,0,186,"mathematic"
7,1,186,"mathematic"
8,1,186,"mathematic"
9,1,186,"mathematic"
10,1,186,"mathematic"
1,0,187,"mathematic"
2,1,187,"mathematic"
3,1,187,"mathematic"
4,0,187,"mathematic"
5,0,187,"mathematic"
6,0,187,"mathematic"
7,0,187,"mathematic"
8,0,187,"mathematic"
9,0,187,"mathematic"
10,0,187,"mathematic"
1,0,188,"mathematic"
2,0,188,"mathematic"
3,1,188,"mathematic"
4,1,188,"mathematic"
5,1,188,"mathematic"
6,1,188,"mathematic"
7,1,188,"mathematic"
8,1,188,"mathematic"
9,1,188,"mathematic"
1,0,189,"mathematic"
2,1,189,"mathematic"
3,1,189,"mathematic"
4,1,189,"mathematic"
5,1,189,"mathematic"
6,1,189,"mathematic"
7,1,189,"mathematic"
8,1,189,"mathematic"
9,1,189,"mathematic"
10,1,189,"mathematic"
1,1,190,"mathematic"
1,0,191,"mathematic"
2,1,191,"mathematic"
3,1,191,"mathematic"
4,1,191,"mathematic"
