"order_id","correct","student_id","skill_name"
5,1,44,"mathematic"
6,1,44,"mathematic"
7,1,44,"mathematic"
8,1,44,"mathematic"
9,1,44,"mathematic"
1,0,45,"mathematic"
2,1,45,"mathematic"
3,1,45,"mathematic"
4,1,45,"mathematic"
5,1,45,"mathematic"
1,0,46,"mathematic"
2,1,46,"mathematic"
3,1,46,"mathematic"
1,0,47,"mathematic"
2,1,47,"mathematic"
3,1,47,"mathematic"
4,0,47,"mathematic"
1,0,48,"mathematic"
2,1,48,"mathematic"
3,1,48,"mathematic"
4,1,48,"mathematic"
5,1,48,"mathematic"
6,1,48,"mathematic"
7,1,48,"mathematic"
8,1,48,"mathematic"
9,1,48,"mathematic"
10,1,48,"mathematic"
1,0,49,"mathematic"
2,0,49,"mathematic"
1,0,50,"mathematic"
2,0,50,"mathematic"
3,0,50,"mathematic"
4,1,50,"mathematic"
5,1,50,"mathematic"
